run_id,instance_id,bom_file,strategy,model_type,service_time_promised,suppliers_available,tax_rate,cap_value,objective_value,total_cost_with_tax,total_cost_without_tax,procurement_cost,inventory_holding_cost,carbon_cost,achieved_service_time,service_constraint_binding,total_emissions,baseline_emissions,emission_reduction_pct,WIP,WIP_reduction_pct,DIO,DIO_improvement_pct,ITR,buffer_count,avg_decoupled_lead_time,suppliers_used,solver_status,runtime_sec,mip_gap
TAX-bom_5-0.00,bom_5,bom_supemis_5.csv,EMISTAXE,PLM,1,10,0,2500000,fct_obj.,48640,,,,,0,0,2932200,2932200,0,,,30,0,,3,5,4,OPTIMAL,0.16,
TAX-bom_5-0.01,bom_5,bom_supemis_5.csv,EMISTAXE,PLM,1,10,0.01,2500000,fct_obj.,74092,,,,,0,0,2253700,2932200,23.139622126731,,,27,10,,4,4.5,3,OPTIMAL,0.19,
TAX-bom_5-0.02,bom_5,bom_supemis_5.csv,EMISTAXE,PLM,1,10,0.02,2500000,fct_obj.,90320,,,,,0,0,1503000,2932200,48.741559238797,,,23,23.333333333333,,5,3.8333333333333,3,OPTIMAL,0.17,
TAX-bom_5-0.03,bom_5,bom_supemis_5.csv,EMISTAXE,PLM,1,10,0.03,2500000,fct_obj.,105350,,,,,0,0,1503000,2932200,48.741559238797,,,23,23.333333333333,,5,3.8333333333333,3,OPTIMAL,0.14,
TAX-bom_5-0.05,bom_5,bom_supemis_5.csv,EMISTAXE,PLM,1,10,0.05,2500000,fct_obj.,135410,,,,,0,0,1503000,2932200,48.741559238797,,,23,23.333333333333,,5,3.8333333333333,3,OPTIMAL,0.03,
TAX-bom_5-0.10,bom_5,bom_supemis_5.csv,EMISTAXE,PLM,1,10,0.1,2500000,fct_obj.,210560,,,,,0,0,1503000,2932200,48.741559238797,,,23,23.333333333333,,5,3.8333333333333,3,OPTIMAL,0.08,
TAX-bom_13-0.00,bom_13,bom_supemis_13.csv,EMISTAXE,PLM,1,10,0,2500000,fct_obj.,116448,,,,,0,0,29495946,29495946,0,,,134,0,,7,9.5714285714286,8,OPTIMAL,0.16,
TAX-bom_13-0.01,bom_13,bom_supemis_13.csv,EMISTAXE,PLM,1,10,0.01,2500000,fct_obj.,360946.72,,,,,0,0,23173872,29495946,21.433704821673,,,109,18.65671641791,,9,7.7857142857143,8,OPTIMAL,0.17,
TAX-bom_13-0.02,bom_13,bom_supemis_13.csv,EMISTAXE,PLM,1,10,0.02,2500000,fct_obj.,558698.34,,,,,0,0,11389417,29495946,61.386500368559,,,78,41.791044776119,,13,5.5714285714286,8,OPTIMAL,0.41,
TAX-bom_13-0.03,bom_13,bom_supemis_13.csv,EMISTAXE,PLM,1,10,0.03,2500000,fct_obj.,672592.51,,,,,0,0,11389417,29495946,61.386500368559,,,78,41.791044776119,,13,5.5714285714286,8,OPTIMAL,0.13,
TAX-bom_13-0.05,bom_13,bom_supemis_13.csv,EMISTAXE,PLM,1,10,0.05,2500000,fct_obj.,900380.85,,,,,0,0,11389417,29495946,61.386500368559,,,78,41.791044776119,,13,5.5714285714286,8,OPTIMAL,0.16,
TAX-bom_13-0.10,bom_13,bom_supemis_13.csv,EMISTAXE,PLM,1,10,0.1,2500000,fct_obj.,1469851.7,,,,,0,0,11389417,29495946,61.386500368559,,,78,41.791044776119,,13,5.5714285714286,8,OPTIMAL,0.14,
TAX-bom_26-0.00,bom_26,bom_supemis_26.csv,EMISTAXE,PLM,1,10,0,2500000,fct_obj.,867120,,,,,0,0,41574400,41574400,0,,,430,0,,1,15.925925925926,5,OPTIMAL,0.06,
TAX-bom_26-0.01,bom_26,bom_supemis_26.csv,EMISTAXE,PLM,1,10,0.01,2500000,fct_obj.,1260242,,,,,0,0,36398200,41574400,12.450450277094,,,376,12.558139534884,,1,13.925925925926,8,OPTIMAL,0.17,
TAX-bom_26-0.02,bom_26,bom_supemis_26.csv,EMISTAXE,PLM,1,10,0.02,2500000,fct_obj.,1578556,,,,,0,0,30520800,41574400,26.587515394089,,,328,23.720930232558,,1,12.148148148148,4,OPTIMAL,0.53,
TAX-bom_26-0.03,bom_26,bom_supemis_26.csv,EMISTAXE,PLM,1,10,0.03,2500000,fct_obj.,1859973.5,,,,,0,0,26994450,41574400,35.069537984914,,,291,32.325581395349,,2,10.777777777778,4,OPTIMAL,1.11,
TAX-bom_26-0.05,bom_26,bom_supemis_26.csv,EMISTAXE,PLM,1,10,0.05,2500000,fct_obj.,2362255,,,,,0,0,20326700,41574400,51.10765278633,,,231,46.279069767442,,8,8.5555555555556,6,OPTIMAL,1.08,
TAX-bom_26-0.10,bom_26,bom_supemis_26.csv,EMISTAXE,PLM,1,10,0.1,2500000,fct_obj.,3250790,,,,,0,0,16850700,41574400,59.468567195197,,,211,50.93023255814,,12,7.8148148148148,4,OPTIMAL,1.05,
TAX-bom_50-0.00,bom_50,bom_supemis_50.csv,EMISTAXE,PLM,1,10,0,2500000,fct_obj.,1381460,,,,,0,0,194576659,194576659,0,,,706,0,,5,13.843137254902,5,OPTIMAL,0.08,
TAX-bom_50-0.01,bom_50,bom_supemis_50.csv,EMISTAXE,PLM,1,10,0.01,2500000,fct_obj.,2940926.172,,,,,0,0,120948617.2,194576659,37.840120278764,,,527,25.354107648725,,6,10.333333333333,6,OPTIMAL,0.39,
TAX-bom_50-0.02,bom_50,bom_supemis_50.csv,EMISTAXE,PLM,1,10,0.02,2500000,fct_obj.,4092840.756,,,,,0,0,92025037.8,194576659,52.704996440503,,,463,34.419263456091,,9,9.078431372549,5,OPTIMAL,1.13,
